string,label
"The imaging modality of choice to confirm PE is CT pulmonary angiography, which shows a filling defect of the obstructed pulmonary arteries. This confirmatory finding is also seen in patients without concomitant pulmonary infarction.""
",1
"""This patient's clinical features (progressive dyspnea, dry cough, wheezes) and features of obstructive lung disease on spirometry are suggestive of **emphysema**, which is a clinical phenotype of **COPD** caused by the destruction of alveolar walls. **Decreased DL<sub>CO</sub>**, as seen in this patient, is a typical finding of emphysema that reflects the reduction of gas exchange due to a loss of diffusion area. The most common cause of emphysema is chronic smoking, which induces oxidative damage, inflammation, and activation of neutrophil and macrophage elastases. A less common cause is alpha-1-antitrypsin deficiency, which should be suspected in the case of early-onset emphysema or emphysema among non-smokers.""
",1
"""This patient presents with obstructive sleep apnea (OSA), in which nighttime obstruction of the upper airways (e.g., due to obesity) leads to **apneic episodes**, hypoxia, and poor quality of sleep. Sleep deprivation causes daytime sleepiness and impaired concentration, while **hypoxia** triggers **erythropoietin secretion** and increased production of RBCs, resulting in **plethora**, a characteristic red discoloration of the face. Chronic hypoxia can also trigger a sympathetic response, which would explain this patient's hypertension.""
",1
"""**Alpha-fetoprotein** (AFP) can be used as a **tumor marker** in patients with certain types of cancer, e.g., ovarian, testicular, or hepatic cancers. AFP levels are usually used as a **screening tool** for patients who are at high risk for HCC (e.g., history of chronic hepatitis or cirrhosis) and also for **treatment monitoring** in patients with a confirmed diagnosis. In early stages of HCC, AFP often remains normal. In addition, AFP has low specificity for HCC as it can also be increased in patients with hepatitis or cirrhosis and no associated malignancy. Therefore, a positive AFP test should be followed by a more accurate diagnostic test such as abdominal CT or MRI to establish a definitive diagnosis of HCC.""
",1
"""If the initial primary HPV test or cytology-alone test is positive, **reflex triage testing** (i.e., cytology if HPV testing is positive and HPV testing if cytology is positive) should be performed for risk stratification. In patients with positive cytology-alone screening, reflex high-risk HPV genotyping is indicated to assess for HPV 16 or HPV 18 infection. Recommendations for further follow-up are based on the estimated risk for CIN3+.  
",1
"If atypical glandular cells are found on initial cytology, reflex HPV testing is not required, as management is independent of HPV status.""
",1
"""**Sofosbuvir** and **ledipasvir**, both **direct-acting antivirals**, are the first-line treatment for chronic hepatitis C infection of **genotypes 1**, **4**, **5**, and **6**. Treatment of chronic hepatitis C infection depends on viral genotype, history of antiviral treatment, and the degree of liver fibrosis. The duration of treatment is typically **12 weeks**. This patient had a severe car accident back in the 1980's, at which time he probably received blood transfusions. However, testing of donor blood was introduced in 1992. This event is the most likely explanation of how the patient was infected with HCV, especially considering he has never used intravenous illicit drugs, which is considered one of the most important risk factors for HCV infection.  
",1
"In addition to the recommended medications, vaccinations for hepatitis A and B should be administered.""
",1
"""**Impaired migration of neural crest cells** is the underlying cause of Hirschsprung disease. Parasympathetic neural crest cells migrate in a rostral to caudal direction, from the foregut to the midgut to the hindgut. Failure of the neural crest cells to complete this migration typically results in an **aganglionic distal sigmoid and rectum** (i.e., without the myenteric and submucosal plexus). As a result, there is hypertonicity in the walls of the rectum and sigmoid, and the internal anal sphincter fails to relax in response to rectal distention. The net effect is intestinal obstruction and dilation of the colon (megacolon). The diagnosis is confirmed via rectal biopsy, which would show aganglionosis, increased acetylcholinesterase activity, and/or hyperplasia of parasympathetic fibers.""
",1
"""The most appropriate initial test in the workup of suspected CD is IgA\-based serology for tissue transglutaminase antibodies (anti-tTG). However, IgA\-based testing can give false-negative results in patients with SIgAD. In these patients, **IgG\-based testing** for anti-tTG or antibodies against deamidated gliadin peptide (anti-DGP) is the most appropriate initial test. In patients with positive serology for **anti-tTG** **or anti-DGP**, the diagnosis of CD is subsequently confirmed by esophagogastroduodenoscopy and duodenal biopsy.  
",1
"Titers of anti-tTG and anti-DGP decrease if the patient adheres to a gluten\-free diet and can be used to monitor treatment adherence.""
",1
"""**Topical skin moisturizers** (emollients) are the first-line treatment for all patients with **atopic dermatitis**, which classically manifests with **dry**, **poorly-demarcated** **white scaling and erythema**. In patients < 2 years of age, the face and extensor surfaces of the extremities are typically affected and the diaper area is spared. Older children and adults tend to have the flexural pattern of eczema, commonly affecting the elbow and knee creases. The rash is usually **severely** **pruritic**, which may cause sleeping problems. Up to 15% of children are affected and are typically 4 months old at presentation. A personal or family **history of** **atopy**, as seen in this family, is very common. The main complication of atopic dermatitis is the development of secondary infections such as impetigo, HSV infection, warts, and/or dermatophytes. Important differential diagnoses of infantile atopic dermatitis are seborrheic dermatitis, psoriasis, and contact dermatitis.""
",1
"""**Anti-Jo-1 antibodies** are specific to both dermatomyositis and polymyositis. The presence of anti-Jo-1 antibodies is associated with a **more aggressive disease course** and an increased risk for **interstitial lung disease**. **Anti-Mi-2 antibodies** may also present and are typically associated with a more **favorable prognosis**. Dermatomyositis is associated with several malignancies, and all patients diagnosed with dermatomyositis should undergo age-appropriate malignancy screening.""
",1
"""**Intermittent catheterization** is indicated in patients with overflow incontinence. Overflow incontinence is caused by urinary retention, which can be a result of dysfunction of the bladder wall (e.g., underactive detrusor) or the sphincter (e.g., overactive urinary sphincter, benign prostatic hypertrophy). In a patient with diabetes mellitus, the most likely cause of urinary retention is an underactive bladder wall due to neuropathy of autonomic afferent nerve fibers, impairing the ability to sense bladder fullness and resulting in a decreased parasympathetic outflow. Other treatment options for overflow incontinence include **behavioral changes** (e.g., timed voiding, Valsalva maneuver to increase intravesical pressure), **triggered voiding by stimulating sacral and lumbar dermatomes**, or **bethanechol**, a muscarinic agonist that can stimulate detrusor contraction.""
",1
"""Counseling to **avoid potential triggers**, such as **caffeine** and/or **alcohol consumption**, **stress**, and **smoking**, is indicated in otherwise healthy individuals with idiopathic APBs. Ruling out organic causes such as structural heart disease or electrolyte imbalances is required. In symptomatic cases (e.g., tachycardia or ventricular response), electrophysiological evaluation with concurrent ablation or medical therapy with beta blockers can be considered.""
",1
"""**Reye syndrome** is caused by **hepatic mitochondrial injury** that can develop **in children** 3–5 days **after aspirin** treatment of a febrile viral illness. Reye syndrome presents with features of **hepatic encephalopathy** such as profuse vomiting, lethargy, altered mental status, headache, and papilledema (due to increased intracranial pressure). Patients can eventually develop seizures and coma. Other typical findings include hepatomegaly, elevated transaminases (≥ 3 times the normal levels), and features of **hepatic failure** (e.g., hyperammonemia, hypoglycemia, lactic acidosis).  
",1
"Acetaminophen should be used as an antipyretic or analgesic instead of aspirin in children to avoid Reye syndrome!""
",1
"""Nonbullous impetigo is the most common type of impetigo and manifests with **papular and/or pustular lesions** with serous oozing that dry and form characteristic **honey-colored crusts**. Although these lesions typically develop on the face, they may also affect the extremities. Nonbullous impetigo is typically a **clinical diagnosis** (see “Most common manifestations of impetigo” table). A skin culture may be necessary for patients with persistent, recurrent infection or if the diagnosis is inconclusive. **Topical antibiotics** such as mupirocin and retapamulin are the first-line treatment for mild nonbullous impetigo. In patients with multiple lesions or ecthyma, systemic antibiotics may be required.""
",1
"""Metabolism of cyclophosphamide gives rise to a toxic byproduct called acrolein, which is secreted in urine. Acrolein can cause hemorrhagic cystitis by destroying the bladder urothelium. **Sodium 2-mercaptoethane sulfonate** (**mesna**) prevents hemorrhagic cystitis by **deactivating acrolein** and by increasing the urinary excretion of cysteine, a free radical scavenger. **Adequate hydration** and **frequent voiding** are further important measures to prevent hemorrhagic cystitis.  
",1
"Long-term treatment with cyclophosphamide is also associated with an increased risk of bladder cancer.""
",1
"""**Intravenous bisphosphonates** (e.g., zoledronic acid, pamidronate) are the first-line treatment for symptomatic hypercalcemia due to excessive bone resorption from any cause (e.g., prolonged immobilization). This class of drugs inhibits osteoclast activity, which decreases bone breakdown and calcium release. Dosage adjustment and close monitoring of renal function are recommended during bisphosphonate therapy in patients with renal impairment, as bisphosphonates are potentially nephrotoxic. In addition, **calcitonin** should be administered in patients with moderate or severe symptomatic hypercalcemia to increase urinary calcium excretion. Patients with symptomatic hypercalcemia are usually also dehydrated and require **intravenous normal saline** to lower blood calcium levels and achieve adequate urine output and blood pressure.  
",1
"Most patients with intact renal function and no other preexisting condition for high bone turnover (e.g., Paget disease of bone, malignancy) are able to compensate for increased bone resorption through increased urinary calcium excretion (i.e., hypercalciuria without hypercalcemia). However, this patient's renal insufficiency limits his ability to excrete calcium in the urine, resulting in hypercalcemia.""
",1
"""An **elevated CD4+ T-cell count** in **bronchoalveolar lavage** (BAL), particularly in association with an **increased CD4+/CD8+ ratio**, strongly suggests sarcoidosis. Release of cytokines such as IL-2 and IFN-γ from CD4+ T cells results in T-cell proliferation, macrophage activation, and, consequently, the formation of noncaseating granulomas, most commonly within the lungs and the lymphatic system. Further stimulation by activated T cells leads to increased accumulation of CD4+ cells in the intra-alveolar and interstitial space, resulting in the depletion of peripheral T-cell populations, as represented by serum findings of T-cell lymphopenia.""
",1
"""Indications for primary prophylaxis against esophageal variceal hemorrhage include size and appearance of varices, and severity of cirrhosis. Red signs on endoscopy (i.e., red patches on the variceal surface), as seen in this patient, indicate an increased risk for bleeding. **Nonselective beta blockers** (e.g., nadolol, propranolol) are the **first-line pharmacotherapy** for primary prophylaxis in patients with nonbleeding varices. These agents cause splanchnic vasoconstriction, which decreases portal blood flow and portal pressure, thereby preventing further enlargement of varices and reducing the risk of hemorrhage. **Endoscopic band ligation** is an alternative measure for primary prophylaxis that can be considered in individuals with medium or large varices and/or in those who do not respond well to treatment with beta blockers.  
",1
"Beta blockers should not be used in patients with acute variceal bleeding, as these drugs decrease blood pressure and suppress the physiological increase in heart rate.""
",1
"""Plain **abdominal x-ray** and/or **CT scan** with contrast are used to diagnose toxic megacolon and should be ordered in patients who present with bloody diarrhea, abdominal distention, and signs of systemic inflammation. **Radiographic evidence of colonic dilation** (transverse colon > 6 cm in diameter) is needed to confirm the diagnosis. Multiple **air-fluid levels** and **loss of colonic haustration** further indicate colonic dilation and paralytic ileus. Patients with inflammatory bowel diseases such as ulcerative colitis are at risk of developing toxic megacolon, especially early in the disease course.  
",1
"Initial treatment is usually conservative and includes IV antibiotics, fluid resuscitation, complete bowel rest, nasogastric decompression, and IV steroids (for inflammatory bowel disease). If the patient does not improve within 24–72 hours, surgery may be required.""
",1
"""This patient's corrected serum calcium concentration is 12.5 mg/dL, which indicates moderate hypercalcemia. The first diagnostic step in a patient with hypercalcemia is to assess the **serum PTH level** to differentiate between **PTH\-mediated** and **non-PTH-mediated hypercalcemia**. Elevated PTH levels indicate primary hyperparathyroidism (pHPT), which, together with malignancy, accounts for > 90% of cases of hypercalcemia and can also lead to hypophosphatemia. This patient has a history of calcium pyrophosphate crystal arthritis (i.e., pseudogout), which is associated with pHPT, making this the most likely cause.""
",1
"""**Recombinant human chorionic gonadotropin** (hCG), which is structurally similar to LH, is commonly used to induce ovulation. After ovarian follicle maturation is achieved with pulsatile GnRH therapy, as seen on this patient's pelvic ultrasound, recombinant hCG can then be administered to induce ovulation as part of assisted reproductive therapy. Recombinant hCG stimulates LH receptors, mimicking the mid-cycle **LH surge** to **stimulate final oocyte maturation** and ovulation.  
",1
"Endogenous hCG, which is normally produced by the placenta after implantation, is used to detect pregnancy and plays no role in ovulation.""
",1
"""Simple breast cysts are almost always **benign** and further diagnostic steps are not routinely required. However, patients who are **symptomatic** and/or concerned about breast cancer may undergo **fine-needle aspiration**, which can be either diagnostic, therapeutic, or both (i.e., aspiration of clear, nonbloody fluid that results in complete resolution of the lesion confirms the diagnosis of a simple cyst; fluid removal provides symptom relief). The patient should be reevaluated for potential recurrence.""
",1
"""The physician's recommendation of rising from bed after 20 minutes of being unable to sleep and returning only when sleepy is an example of **stimulus control therapy**, a common behavioral treatment for **insomnia**. The goal is to reestablish the bed as a strong cue for sleep by strengthening sleep-compatible associations with the bedroom environment and removing sleep-incompatible ones.""
",1
"""**Glucose-6-phosphate dehydrogenase deficiency** (G6PD) results in impaired production of NADPH. Impaired NADPH production, in turn, causes impaired regeneration of reduced glutathione, an antioxidant that protects the erythrocyte membrane from oxidative damage. Erythrocyte membranes in patients with G6PD deficiency are, therefore, vulnerable to **oxidative stress** (e.g., from **anti-malaria drugs** such as primaquine, or **sulfa drugs**). Patients typically develop acute hemolysis 2–3 days after starting these medications. G6PD is more commonly seen in patients from malaria\-endemic regions (e.g., Kenya) because it offers resistance against _Plasmodium_ infection.""
",1
"""**Work hypertrophy** is the increase in the size of the splenic red pulp in response to increased demand on the spleen's hemofiltration capacity. Normally, macrophages in the red pulp phagocytize damaged and abnormal erythrocytes so that they do not reenter circulation. In hereditary spherocytosis, the high proportion of fragile spherocytes causes an increased number of damaged erythrocyte remnants, necessitating increased filtration by the red pulp. **Increased splenic activity** is also responsible for splenomegaly in other extravascular hemolytic anemias (e.g., thalassemia, sickle cell disease).""
",1
"""**Fetal neuroprotection** with **magnesium sulfate** is indicated if preterm delivery **< 32 weeks' gestation** is anticipated (e.g., in preterm labor or preterm premature rupture of membranes). In addition, magnesium sulfate has tocolytic properties and can be administered as a single agent or in combination with another **tocolytic agent** (e.g., indomethacin for patients at ≤ 32 weeks' gestation) to delay preterm labor for up to 48 hours. A delay of this duration allows for the full effect of **antenatal corticosteroids** to induce fetal lung maturity. Since this patient in preterm labor has an unknown group B streptococcal (GBS) infection status, **prophylaxis for neonatal GBS infection** with either IV penicillin G or ampicillin every 4 hours until delivery is also required.  
",1
"Concomitant administration of magnesium sulfate and a calcium channel blocker (e.g., nifedipine) for tocolysis should be avoided because of the high risk of side effects.""
",1
"""**CT scan of the chest** is used to confirm the diagnosis of Boerhaave syndrome in patients who are **hemodynamically unstable** or otherwise not suited to undergo contrast esophagography. CT findings of Boerhaave syndrome include **pneumomediastinum**, **esophageal wall thickening**, **pneumothorax**, **pneumoperitoneum**, **subcutaneous emphysema**, and **pleural effusion**. While bedside testing is usually preferred over CT scan for unstable patients (e.g., TEE to confirm aortic dissection), there is no bedside imaging available to reliably confirm the diagnosis of esophageal rupture. In this hemodynamically unstable patient (low systolic pressure, high pulse) with inconclusive x-ray findings, a CT scan of the chest should be performed to confirm the diagnosis and aid in procedure planning. In patients who are hemodynamically stable, contrast esophagography with gastrografin is the preferred confirmatory test.""
",1
"""In a patient with late pregnancy loss, interventions do not need to be performed immediately because **spontaneous expulsion** of the dead fetus usually occurs **within 2 weeks**. If spontaneous expulsion of the fetus does not occur within 2 weeks or if the patient prefers immediate intervention, induction of labor by **vaginal misoprostol** or **oxytocin infusion** is the treatment of choice.  
",1
"Maternal risk factors for intrauterine fetal demise include age ≥ 35 years, nulliparity, diabetes mellitus, obesity, and hypertensive pregnancy disorders.""
",1
"""**Liver transplantation** is the only definitive treatment option in patients with **fulminant hepatic failure**, a rare and devastating complication of acute HBV infection. In the case of fulminant hepatic failure, the probability of spontaneous recovery must be weighed against the benefit of emergent liver transplantation. Patient age, the underlying cause of liver failure, degree of encephalopathy, and evidence of liver dysfunction are the most important deciding factors. Because this patient is over 40 years old, tested positive for hepatitis B surface antigen, has a high grade of encephalopathy (asterixis, marked confusion), and continues to show significant liver dysfunction (elevated PT, INR, and total bilirubin), she should be referred for liver transplantation, given the lower probability of spontaneous hepatic recovery.""
",1
"""This patient meets all the diagnostic criteria for **HELLP syndrome**: laboratory evidence of hemolysis (i.e., low Hb and elevated LDH), elevated AST, and low platelets. Most women also have hypertension and proteinuria, although this is not required for the diagnosis of HELLP. **Abdominal pain** due to **stretching of the** **Glisson capsule** from hepatic swelling is a common symptom. One feared complication of HELLP syndrome is **hepatic subcapsular hematoma**, which can rupture, resulting in exsanguination. All pregnant patients with HELLP therefore require an **immediate ultrasound** if they develop severe abdominal pain.""
",1
"""**snRNPs** combine with a primary transcript to form the spliceosome, a protein-RNA complex that **removes introns** from hnRNA transcripts and links remaining exons to form mature mRNA. The removal of introns with differential joining of exons (i.e., alternative splicing) can produce several proteins from one gene.  
",1
"Spinal muscular atrophy refers to a group of diseases caused by mutations in the survival motor neuron (_SMN1_) gene, which lead to a defect in the assembly of snRNP to form the SMN complex. These mutations ultimately result in apoptosis of lower motor neurons (especially the anterior horn cells in the spinal cord) in the later stages of fetal development and postnatal period. Affected infants present with severe muscle weakness (flaccid paralysis) and generalized hypotonia.""
",1
"""The **epithelial cells** of the **proximal convoluted tubules** are the most common site for the **origin of renal cell carcinoma** (RCC), which often presents with anemia, hematuria, and elevated creatinine. The tumor is typically well-circumscribed and has a golden-yellow color due to its high lipid content. Clear cell carcinoma is the most common type of RCC. In clear cell carcinoma, the cells appear clear on microscopy because the lipid and glycogen content is removed during the formalin\-based fixation process.""
",1
"""**Potassium hydroxide** is an alkaline caustic agent that is a common component of **drain and toilet cleaners**. Caustic ingestion of **alkali substances** (e.g., potassium hydroxide, sodium hydroxide) can cause **liquefactive necrosis** with deep mucosal ulcerations. **Esophageal caustic injury** can be complicated by perforation of the esophageal wall, which can result in mediastinitis or peritonitis. Immediate treatment involves decontamination (removal of clothing), airway management, and fluid resuscitation with upper endoscopy within 12–24 hours of ingestion. Emetic agents and neutralization should be avoided, as these can worsen esophageal injury. Long-term complications of caustic ingestion include esophageal strictures (most common) and esophageal cancer.""
",1
"""A nulliparous woman with microcytic anemia should undergo workup to determine the underlying cause of her anemia. Because iron deficiency anemia (the most common form of microcytic anemia) has been ruled out and extreme microcytosis is present, this patient needs to be evaluated for **thalassemia**, for which the confirmatory test is **hemoglobin electrophoresis**. Thalassemias occur most commonly in individuals of Asian or African descent.""
",1
"""**Excessive impulsivity**, as well as hyperactivity and **inattention** with impairment of social, occupational, or academic performance are the core features of **attention deficit hyperactive disorder** (ADHD). About 60% of patients with Tourette syndrome develop concomitant ADHD, making it the **most common comorbidity**. Obsessive-compulsive disorders (OCD) are also common in patients with Tourette syndrome.""
",1
"""**Deficiency of protein C**, a natural anticoagulant, is a strong predisposing factor for **warfarin-induced skin necrosis**, which manifests with painful purpura, hemorrhagic blisters, and large areas of necrosis that typically affect subcutaneous adipose tissue of the extremities, trunk, penis, or breasts. Protein C is a protease that inactivates factor V and factor VIII. Although the anticoagulation effect of warfarin is the result of the inhibition of vitamin K-dependent factors II, VII, IX, and X, warfarin also inhibits the anticoagulants protein C and protein S. The half-life of protein C and protein S are relatively shorter than the procoagulants; therefore, a **transient state of hypercoagulability** occurs during the first days of treatment. The depletion of protein C is more apparent in patients who have a hereditary protein C deficiency, resulting in an increased risk of thrombosis and subsequent tissue infarction in these individuals.  
",1
"To prevent a transient prothrombotic state, patients should be treated with a second anticoagulant (e.g., enoxaparin) for the first few days of warfarin administration.""
",1
"""**Roseola infantum** is a self-limited viral exanthem (usually due to HHV-6 and less commonly, HHV-7) that primarily affects infants and young children and is characterized by a high **fever for 3–5 days** that is immediately followed by a blanching, maculopapular, **non-pruritic rash**. The rash initially appears on the trunk but may spread to the face and extremities. It is commonly associated with cervical, postauricular, and/or occipital **lymphadenopathy** and may also cause **febrile seizures**.""
",1
"""**Exocrine pancreatic insufficiency** arising from **hyperviscous pancreatic secretions** in cystic fibrosis (CF) causes failure to thrive due to malabsorption. Additionally, patients often have abdominal distention (from bacterial fermentation of undigested food), steatorrhea, and deficiency of fat-soluble vitamins (A, D, E, K). Over half of patients with CF will later develop exocrine pancreatic insufficiency.  
",1
"Diagnosis of CF is usually established during neonatal screening, as all newborns in the US are screened for CF. In this patient, CF can be confirmed with sweat chloride testing (gold standard) or DNA testing. A decreased stool chymotrypsin and pancreatic elastase are helpful in the diagnosis of exocrine pancreatic insufficiency.""
",1
"""**ABO incompatibility** is a relatively common cause of **hemolytic disease of the newborn** and can occur even during the first pregnancy. Anti-A and anti-B antibodies are formed early in life, **without prior sensitization** (unlike anti-Rh antibodies, which require prior exposure to Rh-positive blood). While most of these antibodies are IgM antibodies that cannot pass the placenta, some are IgG antibodies that can enter into fetal circulation during pregnancy and may result in hemolysis when the infant has A or B antigens, as seen here. Only 5–10% of newborns with ABO incompatibility show symptoms. Clinical presentation is typically mild, with hyperbilirubinemia developing within the first 24 hours after birth. Infants of African American descent are usually more severely affected.  
",1
"As fetal A and B antigens are not fully developed at birth, a direct Coombs test is usually only weakly positive, demonstrating a partial immune reaction against the RBCs of the infant.""
",1
"""**Gilbert syndrome** is a common, inherited hyperbilirubinemia condition that causes mild **excess** (< 3 mg/dL) **of indirect bilirubin** (unconjugated hyperbilirubinemia), scleral icterus without generalized jaundice, and fatigue, commonly after a period of stress and/or fasting. Gilbert syndrome is caused by **UDP-glucuronosyltransferase deficiency**, which leads to impaired conjugation of bilirubin. Since Gilbert syndrome is **not associated with liver damage**, AST, ALT, and GGT values are normal. The absence of concerning findings, such as lymphadenopathy, right upper quadrant tenderness, or hepatomegaly, is also consistent with Gilbert syndrome. As Gilbert syndrome is a benign condition, treatment is not required.""
",1
"""This patient's neonatal polycythemia is most likely due to **intrauterine hypoxia**. The hypoxic state leads to **increased erythropoiesis**, which boosts the production of RBCs to facilitate tissue oxygenation. At birth, newborns typically present with **elevated venous hematocrit (> 65%)**, **respiratory distress**, cyanosis, apnea, poor feeding, **hypoglycemia** (due to increased glucose uptake by the circulating RBCs), and **plethora**. Further manifestations may include lethargy, irritability, jitteriness, seizures, and vomiting. Risk factors for developing neonatal polycythemia include maternal tobacco use, maternal diabetes, small or large size for gestational age, and delayed umbilical cord clamping.""
",1
"""**Neuraminidase inhibitors** (e.g., oseltamivir) are used in the treatment of severe influenza. It has also been shown to reduce complications in **patients with risk factors** such as asthma, young children, or older individuals (≥ 65 years of age). It can shorten the duration of disease if therapy is initiated within the first 24–48 hours of symptom onset. In adults with mild illness and no risk factors, supportive treatment is sufficient and oseltamivir is not indicated.""
",1
"""**HPV serotypes 16 and 18** are oncogenic viruses that increase the risk of CIN by producing the oncogenic proteins E6 and E7. The strongest predisposing factors for HPV infection are the **early onset of sexual activity** and **multiple sexual partners**. Women who engage in sexual activity before the age of 18 years are at twice the risk of cervical cancer compared to women who are 21 years or older when they first have intercourse. The risk of **cervical cancer** in women who have had ≥ 6 sexual partners is increased threefold compared with one partner. Other HPV\-related risk factors include high-risk sexual behavior, a history of STIs, a history of immunosuppression, and intrauterine exposure to diethylstilbestrol. Higher rates of cervical cancer have also been observed in women of low socioeconomic status and smokers (for squamous cell cancer types only).""
",1
"""**Situational syncope** is one type of **reflex syncope**. In patients with situational syncopes, **triggers** such as **cough**, **swallowing**, or **micturition** result in parasympathetic hyperactivity, which in turn leads to peripheral vascular dilation and/or bradycardia. Vasodilation and bradycardia result in hypotension and reduced cerebral perfusion, causing loss of consciousness. Situational syncopes and vasovagal syncopes are both types of reflex-mediated syncopes that are caused by a vasovagal response. Common triggers of vasovagal syncopes include prolonged standing, emotional stress, pain, and heat exposure (see “**Types of noncardiac syncope**” table).  
",1
"Loss of consciousness also has a variety of other causes, such as seizures and cerebral ischemia. The absence of a postictal period (this patient is alert and oriented following the episode), tongue biting or urinary bladder incontinence, and focal neurological deficits make these causes less likely.""
",1
"""**Inpatient nutritional rehabilitation** is indicated for patients with anorexia nervosa and **unstable vital signs**. While most complications of anorexia nervosa can be dealt with in an outpatient setting, this patient's **bradycardia** (heart rate < 40 bpm) is an **indication for hospitalization** to prevent syncope, heart failure, and sudden cardiac arrest or death. Bradycardia is a compensatory response to caloric deprivation and generally resolves once the patient's weight is restored by refeeding.  
",1
"Other criteria for hospitalization include cardiac dysfunction, weight < 70% of ideal body weight or BMI < 15 kg/m<sup>2</sup>, and acute medical complications of malnutrition such as syncope, seizures, liver failure, pancreatitis, hypoglycemia, or electrolyte disturbances.""
",1
"""A **weight loss of < 7% is normal** in **exclusively breastfed** neonates in the **first five days** of life. The weight loss is the result of reduced intake and urinary excretion of excess fluid. This patient's physical examination findings are consistent with those of a healthy newborn (e.g., soft anterior fontanelle, moist mucous membranes, capillary refill time < 2 seconds); therefore, **breastfeeding can be continued**. The weight is then gained back by the age of 10–14 days by drinking breast milk and/or formula. This patient has only lost ∼ 5% of weight, which is still well within the normal limits.""
",1
"""**Sick sinus syndrome** (SSS) refers to **sinus node dysfunction** and is most commonly caused by **age-related degeneration and fibrosis**, leading to abnormal automaticity (generation of electrical impulse) and/or abnormal conduction. SSS may also be caused or exacerbated by medications, including beta blockers (e.g., metoprolol). Diagnosis can be challenging, as arrhythmias are often transient and not always captured on 12-lead ECG. If clinical suspicion is high and ECG is unrevealing, a Holter monitor or event monitor should be considered to confirm the diagnosis. This patient's symptoms of cerebral hypoperfusion (presyncope) and evidence of bradycardia with sinus pause are enough to confirm the diagnosis. Palpitations, dyspnea, and irregular tachycardia on examination suggest that he has **tachycardia-bradycardia syndrome**.  
",1
"Symptomatic SSS is an indication for **pacemaker placement**.""
",1
"""**Normal pressure hydrocephalus** (NPH) manifests with gait instability, cognitive disturbance, and urinary incontinence – the classic “**wet**, **wacky**, **and wobbly**” triad. Gait changes are typically symmetrical, while cognitive impairment primarily manifests as decreased attention span and concentration, without psychotic features that may be characteristic of other causes of dementia. (See table “Differential diagnosis of subtypes of dementia”).""
",1
"""A defect in the expression of the **FMR1 gene** leads to **CGG repeat expansions**, which are responsible for fragile X syndrome, the second most common genetic cause of intellectual disability (after trisomy 21). Even though the presentation is variable, some key features to look for include elongated facial features and large ears, macroorchidism (generally apparent after puberty), signs of intellectual disability, and features of autism.""
",1
"""Antibiotics that are effective against anaerobic bacteria include **metronidazole**, **clindamycin**, **carbapenems**, and **extended-spectrum penicillins** (e.g., ampicillin, piperacillin). Since gram-negative bacteria have a wide periplasmic space often containing beta-lactamase, extended-spectrum penicillins are combined **with a beta-lactamase inhibitor** (e.g., ampicillin-sulbactam, piperacillin-tazobactam) to improve **gram-negative coverage**. _Bacteroides_ spp. have the highest rates of antibiotic resistance among all anaerobic bacteria and more than 90% of _B. fragilis_ strains produce beta-lactamase**.**""
",1
"""**Preexposure prophylaxis** with an **inactivated vaccine** is recommended for individuals with frequent occupational or recreational **contact with potentially rabid animals** (e.g., **cave explorers**, such as this patient, and veterinarians, animal handlers, or rabies laboratory workers). In addition, preexposure prophylaxis is indicated for **travelers** to regions in which rabies is widespread, especially if postexposure prophylaxis may not be readily available (see “Overview of travel immunizations” table). Apart from **bats**, the most common animal reservoirs of rabies in the US are raccoons, skunks, and foxes. Encephalitic rabies usually leads to coma and death within days to weeks of the development of neurological symptoms. At the patient's stage of the disease, only palliative treatment is available.  
",1
"**Immunoglobulin and vaccination administration** are recommended as **postexposure prophylaxis** (PEP) for patients with rabies. The anti-rabies virus immunoglobulin provides immediate protection by binding to the rabies virus and thereby neutralizing it. However, protection is only temporary, since the antibodies degrade and the titers decrease over time. The simultaneous administration of the rabies vaccine stimulates the body's immune system, which reacts by producing antibodies. Treatment with PEP in suspected cases of a rabid animal bite should take place immediately, as the disease is fatal once it is symptomatic.""
",1
"""**A GnRH agonist** (e.g., leuprolide) is prescribed for patients with large and/or multiple uterine leiomyomas 2–3 months prior to surgery. GnRH agonists can reduce the size of leiomyomas by **inducing hypoestrogenism and hypoprogesteronism**. A reduction in the size of a leiomyomatous uterus **decreases surgical time**, **speeds up postoperative recovery**, and may even **enable a vaginal hysterectomy** (which typically causes less blood loss than an abdominal hysterectomy). GnRH agonists also treat menorrhagia by inducing amenorrhea, which improves hemoglobin levels before surgery.""
",1
"""**Hashimoto thyroiditis** is the most common cause of hypothyroidism in the US and a risk factor for **primary thyroid lymphoma**.""
",1
"""**_Plasmodium falciparum_**, the causal agent of falciparum **malaria**, is transmitted by the _Anopheles_ mosquito and is found on all continents except Europe. After an incubation period of at least 1 week, it manifests with the symptoms described in this patient, including irregular fever spikes. Peripheral blood smear demonstrates **RBC inclusion bodies**, as seen here. _P. falciparum_ is also chloroquine\-resistant; a different prophylactic medication (e.g., atovaquone‑proguanil) would, therefore, have been needed to prevent infection.""
",1
